gene_id,chr,start,end,strand,TSS,TSS_10kb_start,TSS_10kb_end,TSS_20kb_start,TSS_20kb_end,TSS_50kb_start,TSS_50kb_end,TSS_100kb_start,TSS_100kb_end,chr_number,chr_coord_10kb,chr_coord_20kb,chr_coord_50kb,chr_coord_100kb
med21,NC_007115.7,1757487,1759555,+,1757487,1747487,1767487,1737487,1777487,1707487,1807487,1657487,1857487,4,4-1747487-1767487,4-1737487-1777487,4-1707487-1807487,4-1657487-1857487
pmpcb,NC_007115.7,1761029,1771215,+,1761029,1751029,1771029,1741029,1781029,1711029,1811029,1661029,1861029,4,4-1751029-1771029,4-1741029-1781029,4-1711029-1811029,4-1661029-1861029
dnajc2,NC_007115.7,1771156,1785221,-,1785221,1775221,1795221,1765221,1805221,1735221,1835221,1685221,1885221,4,4-1775221-1795221,4-1765221-1805221,4-1735221-1835221,4-1685221-1885221
nudt4b,NC_007115.7,1788739,1801519,-,1801519,1791519,1811519,1781519,1821519,1751519,1851519,1701519,1901519,4,4-1791519-1811519,4-1781519-1821519,4-1751519-1851519,4-1701519-1901519
ube2nb,NC_007115.7,1809562,1818287,-,1818287,1808287,1828287,1798287,1838287,1768287,1868287,1718287,1918287,4,4-1808287-1828287,4-1798287-1838287,4-1768287-1868287,4-1718287-1918287
mrpl42,NC_007115.7,1821643,1824844,-,1824844,1814844,1834844,1804844,1844844,1774844,1874844,1724844,1924844,4,4-1814844-1834844,4-1804844-1844844,4-1774844-1874844,4-1724844-1924844
pwp1,NC_007115.7,1827050,1839192,-,1839192,1829192,1849192,1819192,1859192,1789192,1889192,1739192,1939192,4,4-1829192-1849192,4-1819192-1859192,4-1789192-1889192,4-1739192-1939192
ano6,NC_007115.7,1880041,1914406,-,1914406,1904406,1924406,1894406,1934406,1864406,1964406,1814406,2014406,4,4-1904406-1924406,4-1894406-1934406,4-1864406-1964406,4-1814406-2014406
cpsf6,NC_007115.7,2043989,2059268,-,2059268,2049268,2069268,2039268,2079268,2009268,2109268,1959268,2159268,4,4-2049268-2069268,4-2039268-2079268,4-2009268-2109268,4-1959268-2159268
yeats4,NC_007115.7,2059706,2062435,+,2059706,2049706,2069706,2039706,2079706,2009706,2109706,1959706,2159706,4,4-2049706-2069706,4-2039706-2079706,4-2009706-2109706,4-1959706-2159706
frs2a,NC_007115.7,2064770,2100174,+,2064770,2054770,2074770,2044770,2084770,2014770,2114770,1964770,2164770,4,4-2054770-2074770,4-2044770-2084770,4-2014770-2114770,4-1964770-2164770
kcnc2,NC_007115.7,2151237,2196984,-,2196984,2186984,2206984,2176984,2216984,2146984,2246984,2096984,2296984,4,4-2186984-2206984,4-2176984-2216984,4-2146984-2246984,4-2096984-2296984
si:ch73-278m9.1,NC_007115.7,2210076,2219706,-,2219706,2209706,2229706,2199706,2239706,2169706,2269706,2119706,2319706,4,4-2209706-2229706,4-2199706-2239706,4-2169706-2269706,4-2119706-2319706
cmah,NC_007115.7,2228774,2250264,+,2228774,2218774,2238774,2208774,2248774,2178774,2278774,2128774,2328774,4,4-2218774-2238774,4-2208774-2248774,4-2178774-2278774,4-2128774-2328774
glipr1a,NC_007115.7,2252092,2259005,+,2252092,2242092,2262092,2232092,2272092,2202092,2302092,2152092,2352092,4,4-2242092-2262092,4-2232092-2272092,4-2202092-2302092,4-2152092-2352092
krr1,NC_007115.7,2258944,2265271,-,2265271,2255271,2275271,2245271,2285271,2215271,2315271,2165271,2365271,4,4-2255271-2275271,4-2245271-2285271,4-2215271-2315271,4-2165271-2365271
phlda1,NC_007115.7,2349328,2350371,-,2350371,2340371,2360371,2330371,2370371,2300371,2400371,2250371,2450371,4,4-2340371-2360371,4-2330371-2370371,4-2300371-2400371,4-2250371-2450371
nap1l1,NC_007115.7,2352783,2380179,-,2380179,2370179,2390179,2360179,2400179,2330179,2430179,2280179,2480179,4,4-2370179-2390179,4-2360179-2400179,4-2330179-2430179,4-2280179-2480179
zdhhc17,NC_007115.7,2482046,2508577,+,2482046,2472046,2492046,2462046,2502046,2432046,2532046,2382046,2582046,4,4-2472046-2492046,4-2462046-2502046,4-2432046-2532046,4-2382046-2582046
csrp2,NC_007115.7,2511756,2525942,-,2525942,2515942,2535942,2505942,2545942,2475942,2575942,2425942,2625942,4,4-2515942-2535942,4-2505942-2545942,4-2475942-2575942,4-2425942-2625942
e2f7,NC_007115.7,2530841,2545346,-,2545346,2535346,2555346,2525346,2565346,2495346,2595346,2445346,2645346,4,4-2535346-2555346,4-2525346-2565346,4-2495346-2595346,4-2445346-2645346
cog5,NC_007115.7,2548783,2637704,-,2637704,2627704,2647704,2617704,2657704,2587704,2687704,2537704,2737704,4,4-2627704-2647704,4-2617704-2657704,4-2587704-2687704,4-2537704-2737704
gpr22a,NC_007115.7,2620751,2623487,+,2620751,2610751,2630751,2600751,2640751,2570751,2670751,2520751,2720751,4,4-2610751-2630751,4-2600751-2640751,4-2570751-2670751,4-2520751-2720751
dus4l,NC_007115.7,2637947,2642537,+,2637947,2627947,2647947,2617947,2657947,2587947,2687947,2537947,2737947,4,4-2627947-2647947,4-2617947-2657947,4-2587947-2687947,4-2537947-2737947
bcap29,NC_007115.7,2655440,2666291,+,2655440,2645440,2665440,2635440,2675440,2605440,2705440,2555440,2755440,4,4-2645440-2665440,4-2635440-2675440,4-2605440-2705440,4-2555440-2755440
slco1c1,NC_007115.7,2674761,2744957,-,2744957,2734957,2754957,2724957,2764957,2694957,2794957,2644957,2844957,4,4-2734957-2754957,4-2724957-2764957,4-2694957-2794957,4-2644957-2844957
pde3a,NC_007115.7,2746740,2923348,-,2923348,2913348,2933348,2903348,2943348,2873348,2973348,2823348,3023348,4,4-2913348-2933348,4-2903348-2943348,4-2873348-2973348,4-2823348-3023348
aebp2,NC_007115.7,2927270,2945327,-,2945327,2935327,2955327,2925327,2965327,2895327,2995327,2845327,3045327,4,4-2935327-2955327,4-2925327-2965327,4-2895327-2995327,4-2845327-3045327
plekha5,NC_007115.7,2948063,3145359,-,3145359,3135359,3155359,3125359,3165359,3095359,3195359,3045359,3245359,4,4-3135359-3155359,4-3125359-3165359,4-3095359-3195359,4-3045359-3245359
fgd4b,NC_007115.7,3312709,3338434,+,3312709,3302709,3322709,3292709,3332709,3262709,3362709,3212709,3412709,4,4-3302709-3322709,4-3292709-3332709,4-3262709-3362709,4-3212709-3412709
pik3cg,NC_007115.7,3343173,3355659,-,3355659,3345659,3365659,3335659,3375659,3305659,3405659,3255659,3455659,4,4-3345659-3365659,4-3335659-3375659,4-3305659-3405659,4-3255659-3455659
sypl1,NC_007115.7,3389789,3401118,+,3389789,3379789,3399789,3369789,3409789,3339789,3439789,3289789,3489789,4,4-3379789-3399789,4-3369789-3409789,4-3339789-3439789,4-3289789-3489789
atxn7l1,NC_007115.7,3426462,3454237,+,3426462,3416462,3436462,3406462,3446462,3376462,3476462,3326462,3526462,4,4-3416462-3436462,4-3406462-3446462,4-3376462-3476462,4-3326462-3526462
znf800b,NC_007115.7,3455699,3475379,+,3455699,3445699,3465699,3435699,3475699,3405699,3505699,3355699,3555699,4,4-3445699-3465699,4-3435699-3475699,4-3405699-3505699,4-3355699-3555699
grm8a,NC_007115.7,3478939,3745546,+,3478939,3468939,3488939,3458939,3498939,3428939,3528939,3378939,3578939,4,4-3468939-3488939,4-3458939-3498939,4-3428939-3528939,4-3378939-3578939
gpr37b,NC_007115.7,3980247,3998490,+,3980247,3970247,3990247,3960247,4000247,3930247,4030247,3880247,4080247,4,4-3970247-3990247,4-3960247-4000247,4-3930247-4030247,4-3880247-4080247
waslb,NC_007115.7,4071138,4111767,+,4071138,4061138,4081138,4051138,4091138,4021138,4121138,3971138,4171138,4,4-4061138-4081138,4-4051138-4091138,4-4021138-4121138,4-3971138-4171138
lmod2b,NC_007115.7,4114337,4119402,-,4119402,4109402,4129402,4099402,4139402,4069402,4169402,4019402,4219402,4,4-4109402-4129402,4-4099402-4139402,4-4069402-4169402,4-4019402-4219402
asb15b,NC_007115.7,4120570,4129187,-,4129187,4119187,4139187,4109187,4149187,4079187,4179187,4029187,4229187,4,4-4119187-4139187,4-4109187-4149187,4-4079187-4179187,4-4029187-4229187
smkr1,NC_007115.7,4232562,4233275,+,4232562,4222562,4242562,4212562,4252562,4182562,4282562,4132562,4332562,4,4-4222562-4242562,4-4212562-4252562,4-4182562-4282562,4-4132562-4332562
cd9b,NC_007115.7,4234994,4374861,-,4374861,4364861,4384861,4354861,4394861,4324861,4424861,4274861,4474861,4,4-4364861-4384861,4-4354861-4394861,4-4324861-4424861,4-4274861-4474861
ano2b,NC_007115.7,4267450,4358942,+,4267450,4257450,4277450,4247450,4287450,4217450,4317450,4167450,4367450,4,4-4257450-4277450,4-4247450-4287450,4-4217450-4317450,4-4167450-4367450
ntf3,NC_007115.7,4397508,4431975,-,4431975,4421975,4441975,4411975,4451975,4381975,4481975,4331975,4531975,4,4-4421975-4441975,4-4411975-4451975,4-4381975-4481975,4-4331975-4531975
tbc1d30,NC_007115.7,4484727,4507755,-,4507755,4497755,4517755,4487755,4527755,4457755,4557755,4407755,4607755,4,4-4497755-4517755,4-4487755-4527755,4-4457755-4557755,4-4407755-4607755
gnsa,NC_007115.7,4510057,4524280,+,4510057,4500057,4520057,4490057,4530057,4460057,4560057,4410057,4610057,4,4-4500057-4520057,4-4490057-4530057,4-4460057-4560057,4-4410057-4610057
zgc:194209,NC_007115.7,4527658,4535189,-,4535189,4525189,4545189,4515189,4555189,4485189,4585189,4435189,4635189,4,4-4525189-4545189,4-4515189-4555189,4-4485189-4585189,4-4435189-4635189
rassf3,NC_007115.7,4538070,4599528,-,4599528,4589528,4609528,4579528,4619528,4549528,4649528,4499528,4699528,4,4-4589528-4609528,4-4579528-4619528,4-4549528-4649528,4-4499528-4699528
creb3l2,NC_007115.7,4712410,4751981,-,4751981,4741981,4761981,4731981,4771981,4701981,4801981,4651981,4851981,4,4-4741981-4761981,4-4731981-4771981,4-4701981-4801981,4-4651981-4851981
ssbp1,NC_007115.7,4752666,4756284,-,4756284,4746284,4766284,4736284,4776284,4706284,4806284,4656284,4856284,4,4-4746284-4766284,4-4736284-4776284,4-4706284-4806284,4-4656284-4856284
si:ch211-258f14.2,NC_007115.7,4757981,4780664,-,4780664,4770664,4790664,4760664,4800664,4730664,4830664,4680664,4880664,4,4-4770664-4790664,4-4760664-4800664,4-4730664-4830664,4-4680664-4880664
zgc:162331,NC_007115.7,4782721,4795205,-,4795205,4785205,4805205,4775205,4815205,4745205,4845205,4695205,4895205,4,4-4785205-4805205,4-4775205-4815205,4-4745205-4845205,4-4695205-4895205
slc13a4,NC_007115.7,4803698,4832149,+,4803698,4793698,4813698,4783698,4823698,4753698,4853698,4703698,4903698,4,4-4793698-4813698,4-4783698-4823698,4-4753698-4853698,4-4703698-4903698
coa6,NC_007115.7,4832144,4834622,-,4834622,4824622,4844622,4814622,4854622,4784622,4884622,4734622,4934622,4,4-4824622-4844622,4-4814622-4854622,4-4784622-4884622,4-4734622-4934622
ptprz1b,NC_007115.7,4849789,4926419,+,4849789,4839789,4859789,4829789,4869789,4799789,4899789,4749789,4949789,4,4-4839789-4859789,4-4829789-4869789,4-4799789-4899789,4-4749789-4949789
ndufa5,NC_007115.7,4930406,4932578,-,4932578,4922578,4942578,4912578,4952578,4882578,4982578,4832578,5032578,4,4-4922578-4942578,4-4912578-4952578,4-4882578-4982578,4-4832578-5032578
strip2,NC_007115.7,4971987,5018734,-,5018734,5008734,5028734,4998734,5038734,4968734,5068734,4918734,5118734,4,4-5008734-5028734,4-4998734-5038734,4-4968734-5068734,4-4918734-5118734
ahcyl2b,NC_007115.7,5026012,5092191,-,5092191,5082191,5102191,5072191,5112191,5042191,5142191,4992191,5192191,4,4-5082191-5102191,4-5072191-5112191,4-5042191-5142191,4-4992191-5192191
tmem209,NC_007115.7,5093720,5108947,-,5108947,5098947,5118947,5088947,5128947,5058947,5158947,5008947,5208947,4,4-5098947-5118947,4-5088947-5128947,4-5058947-5158947,4-5008947-5208947
ccnd2b,NC_007115.7,5132821,5153496,+,5132821,5122821,5142821,5112821,5152821,5082821,5182821,5032821,5232821,4,4-5122821-5142821,4-5112821-5152821,4-5082821-5182821,4-5032821-5232821
tigarb,NC_007115.7,5156117,5161877,+,5156117,5146117,5166117,5136117,5176117,5106117,5206117,5056117,5256117,4,4-5146117-5166117,4-5136117-5176117,4-5106117-5206117,4-5056117-5256117
fgf6b,NC_007115.7,5180731,5183327,+,5180731,5170731,5190731,5160731,5200731,5130731,5230731,5080731,5280731,4,4-5170731-5190731,4-5160731-5200731,4-5130731-5230731,4-5080731-5280731
fgf23,NC_007115.7,5193257,5194973,+,5193257,5183257,5203257,5173257,5213257,5143257,5243257,5093257,5293257,4,4-5183257-5203257,4-5173257-5213257,4-5143257-5243257,4-5093257-5293257
rad51ap1,NC_007115.7,5196481,5203342,+,5196481,5186481,5206481,5176481,5216481,5146481,5246481,5096481,5296481,4,4-5186481-5206481,4-5176481-5216481,4-5146481-5246481,4-5096481-5296481
galnt8b.1,NC_007115.7,5205210,5215844,+,5205210,5195210,5215210,5185210,5225210,5155210,5255210,5105210,5305210,4,4-5195210-5215210,4-5185210-5225210,4-5155210-5255210,4-5105210-5305210
galnt8b.2,NC_007115.7,5215944,5223836,+,5215944,5205944,5225944,5195944,5235944,5165944,5265944,5115944,5315944,4,4-5205944-5225944,4-5195944-5235944,4-5165944-5265944,4-5115944-5315944
ada2b,NC_007115.7,5225667,5240004,-,5240004,5230004,5250004,5220004,5260004,5190004,5290004,5140004,5340004,4,4-5230004-5250004,4-5220004-5260004,4-5190004-5290004,4-5140004-5340004
atp6v1e1b,NC_007115.7,5240126,5247266,-,5247266,5237266,5257266,5227266,5267266,5197266,5297266,5147266,5347266,4,4-5237266-5257266,4-5227266-5267266,4-5197266-5297266,4-5147266-5347266
si:ch211-214j24.14,NC_007115.7,5249466,5254014,+,5249466,5239466,5259466,5229466,5269466,5199466,5299466,5149466,5349466,4,4-5239466-5259466,4-5229466-5269466,4-5199466-5299466,4-5149466-5349466
ccdc167,NC_007115.7,5255040,5256861,+,5255040,5245040,5265040,5235040,5275040,5205040,5305040,5155040,5355040,4,4-5245040-5265040,4-5235040-5275040,4-5205040-5305040,4-5155040-5355040
snap91b,NC_007115.7,5260255,5285076,-,5285076,5275076,5295076,5265076,5305076,5235076,5335076,5185076,5385076,4,4-5275076-5295076,4-5265076-5305076,4-5235076-5335076,4-5185076-5385076
si:ch211-214j24.15,NC_007115.7,5304208,5317013,-,5317013,5307013,5327013,5297013,5337013,5267013,5367013,5217013,5417013,4,4-5307013-5327013,4-5297013-5337013,4-5267013-5367013,4-5217013-5417013
si:ch211-214j24.10,NC_007115.7,5318901,5325336,+,5318901,5308901,5328901,5298901,5338901,5268901,5368901,5218901,5418901,4,4-5308901-5328901,4-5298901-5338901,4-5268901-5368901,4-5218901-5418901
osgep,NC_007115.7,5327629,5333766,-,5333766,5323766,5343766,5313766,5353766,5283766,5383766,5233766,5433766,4,4-5323766-5343766,4-5313766-5353766,4-5283766-5383766,4-5233766-5433766
apex1,NC_007115.7,5333988,5339829,+,5333988,5323988,5343988,5313988,5353988,5283988,5383988,5233988,5433988,4,4-5323988-5343988,4-5313988-5353988,4-5283988-5383988,4-5233988-5433988
zgc:113263,NC_007115.7,5341592,5364832,+,5341592,5331592,5351592,5321592,5361592,5291592,5391592,5241592,5441592,4,4-5331592-5351592,4-5321592-5361592,4-5291592-5391592,4-5241592-5441592
si:dkey-14d8.1,NC_007115.7,5364533,5371621,-,5371621,5361621,5381621,5351621,5391621,5321621,5421621,5271621,5471621,4,4-5361621-5381621,4-5351621-5391621,4-5321621-5421621,4-5271621-5471621
selenoo2,NC_007115.7,5378374,5388423,+,5378374,5368374,5388374,5358374,5398374,5328374,5428374,5278374,5478374,4,4-5368374-5388374,4-5358374-5398374,4-5328374-5428374,4-5278374-5478374
si:dkey-14d8.20,NC_007115.7,5389273,5407966,+,5389273,5379273,5399273,5369273,5409273,5339273,5439273,5289273,5489273,4,4-5379273-5399273,4-5369273-5409273,4-5339273-5439273,4-5289273-5489273
si:dkey-14d8.22,NC_007115.7,5454006,5459187,-,5459187,5449187,5469187,5439187,5479187,5409187,5509187,5359187,5559187,4,4-5449187-5469187,4-5439187-5479187,4-5409187-5509187,4-5359187-5559187
mapk11,NC_007115.7,5506937,5522437,+,5506937,5496937,5516937,5486937,5526937,5456937,5556937,5406937,5606937,4,4-5496937-5516937,4-5486937-5526937,4-5456937-5556937,4-5406937-5606937
mapk12b,NC_007115.7,5523825,5530441,+,5523825,5513825,5533825,5503825,5543825,5473825,5573825,5423825,5623825,4,4-5513825-5533825,4-5503825-5543825,4-5473825-5573825,4-5423825-5623825
si:dkey-14d8.6,NC_007115.7,5531610,5533803,+,5531610,5521610,5541610,5511610,5551610,5481610,5581610,5431610,5631610,4,4-5521610-5541610,4-5511610-5551610,4-5481610-5581610,4-5431610-5631610
si:dkey-14d8.7,NC_007115.7,5537101,5539842,+,5537101,5527101,5547101,5517101,5557101,5487101,5587101,5437101,5637101,4,4-5527101-5547101,4-5517101-5557101,4-5487101-5587101,4-5437101-5637101
vegfab,NC_007115.7,5587169,5597847,-,5597847,5587847,5607847,5577847,5617847,5547847,5647847,5497847,5697847,4,4-5587847-5607847,4-5577847-5617847,4-5547847-5647847,4-5497847-5697847
mrps18a,NC_007115.7,5642696,5645140,+,5642696,5632696,5652696,5622696,5662696,5592696,5692696,5542696,5742696,4,4-5632696-5652696,4-5622696-5662696,4-5592696-5692696,4-5542696-5742696
rsph9,NC_007115.7,5645251,5651982,-,5651982,5641982,5661982,5631982,5671982,5601982,5701982,5551982,5751982,4,4-5641982-5661982,4-5631982-5671982,4-5601982-5701982,4-5551982-5751982
tmem63a,NC_007115.7,5663167,5708039,-,5708039,5698039,5718039,5688039,5728039,5658039,5758039,5608039,5808039,4,4-5698039-5718039,4-5688039-5728039,4-5658039-5758039,4-5608039-5808039
pou3f2a,NC_007115.7,5741795,5744465,+,5741795,5731795,5751795,5721795,5761795,5691795,5791795,5641795,5841795,4,4-5731795-5751795,4-5721795-5761795,4-5691795-5791795,4-5641795-5841795
faxca,NC_007115.7,5751005,5764239,-,5764239,5754239,5774239,5744239,5784239,5714239,5814239,5664239,5864239,4,4-5754239-5774239,4-5744239-5784239,4-5714239-5814239,4-5664239-5864239
ccnc,NC_007115.7,5764486,5775467,-,5775467,5765467,5785467,5755467,5795467,5725467,5825467,5675467,5875467,4,4-5765467-5785467,4-5755467-5795467,4-5725467-5825467,4-5675467-5875467
ngs,NC_007115.7,5776347,5784431,+,5776347,5766347,5786347,5756347,5796347,5726347,5826347,5676347,5876347,4,4-5766347-5786347,4-5756347-5796347,4-5726347-5826347,4-5676347-5876347
pgm3,NC_007115.7,5784970,5795273,-,5795273,5785273,5805273,5775273,5815273,5745273,5845273,5695273,5895273,4,4-5785273-5805273,4-5775273-5815273,4-5745273-5845273,4-5695273-5895273
si:ch73-352p4.8,NC_007115.7,5798196,5806394,+,5798196,5788196,5808196,5778196,5818196,5748196,5848196,5698196,5898196,4,4-5788196-5808196,4-5778196-5818196,4-5748196-5848196,4-5698196-5898196
foxm1,NC_007115.7,5807964,5831537,-,5831537,5821537,5841537,5811537,5851537,5781537,5881537,5731537,5931537,4,4-5821537-5841537,4-5811537-5851537,4-5781537-5881537,4-5731537-5931537
pex26,NC_007115.7,5835442,5840625,+,5835442,5825442,5845442,5815442,5855442,5785442,5885442,5735442,5935442,4,4-5825442-5845442,4-5815442-5855442,4-5785442-5885442,4-5735442-5935442
usp18,NC_007115.7,5842105,5847922,+,5842105,5832105,5852105,5822105,5862105,5792105,5892105,5742105,5942105,4,4-5832105-5852105,4-5822105-5862105,4-5792105-5892105,4-5742105-5942105
lyrm5a,NC_007115.7,5848229,5850633,+,5848229,5838229,5858229,5828229,5868229,5798229,5898229,5748229,5948229,4,4-5838229-5858229,4-5828229-5868229,4-5798229-5898229,4-5748229-5948229
slc5a8,NC_007115.7,5850317,5866914,-,5866914,5856914,5876914,5846914,5886914,5816914,5916914,5766914,5966914,4,4-5856914-5876914,4-5846914-5886914,4-5816914-5916914,4-5766914-5966914
